judul_berita;portal_media;tanngal_publikasi;url;hasil_sentimen;olahan_teks
"TKN Prabowo-Gibran Minta Lapor ke Polisi Jika Pentas Teater Butet 
Kartaredjasa Ada Intimidasi";Tribunnews.com;6/12/2023;https://www.tribunnews.com/mata-lokal-memilih/2023/12/06/tkn-prabowo-gibran-minta-lapor-ke-polisi-jika-pentas-teater-butet-kartaredjasa-ada-intimidasi;netral;tkn prabowo gibran lapor polisi pentas teater butet kartaredjasa intimidasi
Sukses Rakornas DPP Pelita Prabu, Tommy selaku Ketum ...;baraNews;6/12/2023;https://baranewsaceh.co/sukses-rakornas-dpp-pelita-prabu-tommy-selaku-ketum-yakin-prabowo-gibran-menang/;netral;sukses rakornas dpp pelita prabu tommy tum
"Soroti Kasus Korupsi SYL, Wakil Ketua TKN Prabowo-Gibran: Jangan Cari 
Pemimpin yang Petugas Partai";Tribun Video;6/12/2023;https://video.tribunnews.com/view/679527/soroti-kasus-korupsi-syl-wakil-ketua-tkn-prabowo-gibran-jangan-cari-pemimpin-yang-petugas-partai;negatif;sorot kasus korupsi syl ketua tkn prabowo gibran pimpin tugas partai
Survei Polinet: Prabowo-Gibran Menang Telak di Sulsel;Berita Kota Makassar;6/12/2023;https://beritakotamakassar.com/berita/2023/12/07/survei-polinet-prabowo-gibran-menang-telak-di-sulsel/;netral;survei polinet prabowo gibran menang telak sulsel
"Minta KPU Tak Ubah Aturan Debat, Ganjar-Mahfud Siap Adu Gagasan dengan 
Prabowo-Gibran dan AMIN - Kilat";Kilat;6/12/2023;https://www.kilat.com/nasional/84411110124/minta-kpu-tak-ubah-aturan-debat-ganjar-mahfud-siap-adu-gagasan-dengan-prabowo-gibran-dan-amin;netral;kpu ubah atur debat ganjar mahfud gagas prabowo gibran amin kilat
"Tim Relawan Prabowo-Gibran Bandung Barat Diduga Bawaslu KBB Lakukan 
Pelanggaran";Inilah Koran;6/12/2023;https://www.inilahkoran.id/tim-relawan-prabowo-gibran-bandung-barat-diduga-bawaslu-kbb-lakukan-pelanggaran;netral;tim rawan prabowo gibran bandung duga bawaslu kbb langgar
Tiga Caleg Gerindra Sidoarjo Kompak Ajak Kader ...;Republik Jatim;6/12/2023;https://republikjatim.com/baca/tiga-caleg-gerindra-sidoarjo-kompak-ajak-kader-menangkan-pasangan-prabowo-gibran;netral;caleg gerindra sidoarjo kompak ajak kader
Jadi Pemimpin Nasional, Bibit Waluyo Minta Gibran Kuasai Pancagatra;Soloraya;6/12/2023;https://soloraya.solopos.com/jadi-pemimpin-nasional-bibit-waluyo-minta-gibran-kuasai-pancagatra-1813900;netral;pimpin nasional bibit waluyo gibran kuasa pancagatra
Ketua PDIP Kabupaten Kediri Bantah Ada Kadernya yang ...;Bangsaonline.com;6/12/2023;https://www.bangsaonline.com/berita/126177/ketua-pdip-kabupaten-kediri-bantah-ada-kadernya-yang-deklarasi-dukung-prabowo-gibran;netral;ketua pdip kabupaten bantah kader
Diisukan Pro LGBT, Relawan Prabowo Gibran Tegaskan, Itu ...;Harapan Rakyat;6/12/2023;https://www.harapanrakyat.com/2023/12/diisukan-pro-lgbt-relawan-prabowo-gibran-tegaskan-itu-berita-bohong/;netral;isu profesional lgbt rawan prabowo gibran
"Pilpres 2024, Demokrat Maluku Utara Instruksi Seluruh DPC Menangkan 
Prabowo-Gibran";Tribun Ternate;6/12/2023;https://ternate.tribunnews.com/2023/12/06/pilpres-2024-demokrat-maluku-utara-intruksi-seluruh-dpc-menangkan-prabowo-gibran;netral;pilpres demokrat malu utara instruksi dpc menang prabowo gibran
"Selera Kendaraan Prabowo Subianto dan Gibran Rakabuming Bak Langit dan 
Bumi, Toyota Avanza Jadi Primadona Anak Jokowi";Suara.com;6/12/2023;https://www.suara.com/otomotif/2023/12/06/183213/selera-kendaraan-prabowo-subianto-dan-gibran-rakabuming-bak-langit-dan-bumi-toyota-avanza-jadi-primadona-anak-jokowi;netral;selera kendara prabowo subianto gibran rakabuming langit bumi toyota avanza primadona jokowi
TKD Prabowo dan Gibran Kota Depok, Pradi Supriatna ...;Radar Depok;6/12/2023;https://www.radardepok.com/utama/94611114245/tkd-prabowo-dan-gibran-kota-depok-pradi-supriatna-debat-harus-ikuti-amanat-konstitusi;netral;tkd prabowo gibran kota depok pradi supriatna
"Bikin Anak Muda Malas Cak Imin Kritik Kartu Prakerja Jokowi, Prabowo-Gibran 
Andalkan Kartu Start up";Tribun makassar;6/12/2023;https://makassar.tribunnews.com/2023/12/06/bikin-anak-muda-malas-cak-imin-kritik-kartu-prakerja-jokowi-prabowo-gibran-andalkan-kartu-start-up;netral;bikin muda malas cak kritik kartu prakerja jokowi prabowo gibran kartu start
"Prabowo Subianto-Gibran Rakabuming Diragukan, Pengamat Politik Ungkap 
Rahasia Gibran Menang di Pilkada Solo - Ayo Jakarta";Ayo Jakarta Com;6/12/2023;https://www.ayojakarta.com/news/7611109581/prabowo-subianto-gibran-rakabuming-diragukan-pengamat-politik-ungkap-rahasia-gibran-menang-di-pilkada-solo;netral;prabowo subianto gibran rakabuming ragu politik rahasia gibran menang pilih kepala daerah solo ayo jakarta
Program Air Bersih Prabowo Capai 101 Titik pada 2023;Investor Daily;6/12/2023;https://investor.id/national/348020/program-air-bersih-prabowo-capai-101-titik-pada-2023;netral;program air bersih prabowo capai titik
Prabowo-Gibran Menang, De Gadjah: Sampah TPA Suwung ...;Beritabali.com;6/12/2023;https://www.beritabali.com/read/prabowo-gibran-menang-de-gadjah-sampah-tpa-suwung-diolah-jadi-listrik-plus-wisata-rekreasi;netral;prabowo gibran menang adik gadjah sampah tpa suwung
Timnas AMIN Sindir UU IKN 'Senyap', Dibalas Kubu Prabowo Jakarta Panas;CNN Indonesia;6/12/2023;https://www.cnnindonesia.com/ekonomi/20231206135154-532-1033635/timnas-amin-sindir-uu-ikn-senyap-dibalas-kubu-prabowo-jakarta-panas;netral;timnas amin sindir uu senyap balas kubu prabowo jakarta panas
Bawaslu Peringatkan Gibran soal Bagi-bagi Susu di CFD;CNN Indonesia;6/12/2023;https://www.cnnindonesia.com/nasional/20231206142406-617-1033654/bawaslu-peringatkan-gibran-soal-bagi-bagi-susu-di-cfd;netral;bawaslu gibran susu cfd
"TERKUAK! Ada Kepentingan Politik di Balik Kasus Jessica Wongso hingga 
Prabowo-Gibran Turut Dibawa-bawa, Ada Apa? - Ayo Jakarta";Ayo Jakarta Com;6/12/2023;https://www.ayojakarta.com/news/7611109415/terkuak-ada-kepentingan-politik-di-balik-kasus-jessica-wongso-hingga-prabowo-gibran-turut-dibawa-bawa-ada-apa;negatif;kuak politik kasus jessica wongso prabowo gibran ayo jakarta
"Prabowo Bakal Bangun 10 Kota Metaverse, Pakar: Padahal AI Sedang Jadi 
Primadona";Bisnis Tempo;6/12/2023;https://bisnis.tempo.co/read/1805816/prabowo-bakal-bangun-10-kota-metaverse-pakar-padahal-ai-sedang-jadi-primadona;netral;prabowo bangun kota metaverse pakar primadona
Gibran enggan tanggapi polemik RUU DKJ: “Biar dibahas di ...;ANTARA News;6/12/2023;https://www.antaranews.com/berita/3859365/gibran-enggan-tanggapi-polemik-ruu-dkj-biar-dibahas-di-dewan;netral;gibran enggan tanggap polemik ruu dkj biar bahas
Milenial Apresiasi Konsep Kampanye Gibran Mendengar;Rakyat Merdeka;6/12/2023;https://rm.id/baca-berita/pemilu/200527/milenial-apresiasi-konsep-kampanye-gibran-mendengar;positif;milenial apresiasi konsep kampanye gibran dengar
Anies-Muhaimin Diyakini Sulit Kalahkan Dominasi Prabowo di ...;NTB Satu;6/12/2023;https://ntbsatu.com/2023/12/06/anies-muhaimin-diyakini-sulit-kalahkan-dominasi-prabowo-di-ntb.html;netral;anies muhaimin sulit dominasi prabowo
Soal Ketenagakerjaan, Ini PR Anies, Ganjar & Prabowo;CNBC Indonesia;6/12/2023;https://www.cnbcindonesia.com/news/20231206212903-8-495148/soal-ketenagakerjaan-ini-pr-anies-ganjar-prabowo;netral;ketenagakerjaan pr anies ganjar prabowo
Gibran hadiri deklarasi dukungan Perdana;ANTARA Foto;6/12/2023;https://www.antarafoto.com/id/view/2115186/gibran-hadiri-deklarasi-dukungan-perdana;netral;gibran hadir deklarasi dukung perdana
DPP Pelita Prabu Gelar Siap Menangkan Prabowo-Gibran;xnews.id;6/12/2023;https://xnews.id/2023/12/06/kanal/news/dpp-pelita-prabu-gelar-siap-menangkan-prabowo-gibran/;netral;dpp pelita prabu gelar menang prabowo gibran
Pilpres 2024 Mulai Terasa Sengitnya;Rakyat Merdeka;6/12/2023;https://rm.id/baca-berita/pemilu/200554/caprescawapres-saling-serang-pilpres-2024-mulai-terasa-sengitnya;netral;pilpres sengit
Survei ISEAS: Isu Gibran Diistimewakan Tidak Ngefek;IDN Times;6/12/2023;https://www.idntimes.com/news/indonesia/fadhliansyah/survei-iseas-isu-gibran-putra-presiden-diistimewakan-tidak-ngefek;netral;survei iseas isu gibran istimewa ngefek
"Ekonomi Syariah Harus Menjadi Pilar Penting Ekonomi Indonesia Menuju 2045 - 
Suara Merdeka";Suara Merdeka;6/12/2023;https://www.suaramerdeka.com/nasional/0411113991/ekonomi-syariah-harus-menjadi-pilar-penting-ekonomi-indonesia-menuju-2045;netral;ekonomi syariah pilar ekonomi indonesia suara merdeka
Sekali Komandan Tetap Komandan saat Prabowo Menjamu Hendropriyono;detikNews;6/12/2023;https://news.detik.com/pemilu/d-7076225/sekali-komandan-tetap-komandan-saat-prabowo-menjamu-hendropriyono;netral;komandan komandan prabowo jamu hendropriyono
"Gibran Rakabuming Dapat Pesan Menohok dari Roy Suryo soal Kampanye di CFD: 
Tidak Sabar Mau Nonton Debat Cawapres! - Kilat";Kilat;6/12/2023;https://www.kilat.com/nasional/84411109050/gibran-rakabuming-dapat-pesan-menohok-dari-roy-suryo-soal-kampanye-di-cfd-tidak-sabar-mau-nonton-debat-cawapres;netral;gibran rakabuming pesan tohok roy suryo kampanye cfd sabar nonton debat cawapres kilat
[Hoaks] Menhan Prabowo Subianto Terbukti Suap MK dan ...;Tribrata News Polri;6/12/2023;https://tribratanews.polri.go.id/blog/none-22/hoaks-menhan-prabowo-subianto-terbukti-suap-mk-dan-kpu-agar-menangi-pilpres-2024-67252;netral;hoaks menhan prabowo subianto bukti suap mk
"Hasil 'Survei' Capres Pilihan dari Bossman Mardigu: Anies-Imin Menang 82,9 
Persen, Prabowo-Gibran Cuma Dapat 6,9 Persen";Warta Ekonomi;6/12/2023;https://wartaekonomi.co.id/read522238/hasil-survei-capres-pilihan-dari-bossman-mardigu-anies-imin-menang-829-persen-prabowo-gibran-cuma-dapat-69-persen;netral;hasil survei capres pilih bossman mardigu anies menang prabowo gibran
Maman: Hanya Pengkhianat yang Tolak IKN;pontianak times;6/12/2023;https://pontianak-times.co.id/maman-hanya-pengkhianat-yang-tolak-ikn/;negatif;maman khianat tolak
Prabowo makan hingga berjoget dengan Nikita Mirzani dan ...;ANTARA News Bengkulu;6/12/2023;https://bengkulu.antaranews.com/berita/322197/prabowo-makan-hingga-berjoget-dengan-nikita-mirzani-dan-lesti-kejora;netral;prabowo joget nikita mirzani
Alat Peraga Kampanye Tidak Boleh Dipasang di Mana?;Tirto.ID;6/12/2023;https://tirto.id/alat-peraga-kampanye-tidak-boleh-dipasang-di-mana-gSTk;negatif;alat raga kampanye pasang
"Debat Cawapres Didampingi Capres, Ganjar: Fitnah yang Mengatakan Gibran Tak 
Siap - Kompas.com";KOMPAS.com;6/12/2023;https://nasional.kompas.com/read/2023/12/06/11531391/debat-cawapres-didampingi-capres-ganjar-fitnah-yang-mengatakan-gibran-tak?page=all;netral;debat cawapres damping capres ganjar fitnah gibran kompas com
Kampanye Pilpres 2024 pada hari kesembilan;ANTARA News Makassar;6/12/2023;https://makassar.antaranews.com/berita/517035/kampanye-pilpres-2024-pada-hari-kesembilan;netral;kampanye pilpres sembilan
Presiden Jokowi Ajak Masyarakat NTT Kembali Tanam Pohon Cendana;Nasional;6/12/2023;https://nasional.tempo.co/read/1805813/presiden-jokowi-ajak-masyarakat-ntt-kembali-tanam-pohon-cendana;netral;presiden jokowi ajak masyarakat ntt tanam pohon cendana
Presiden Jokowi Disomasi atas Penyalahgunaan Wewenang;Nasional;6/12/2023;https://nasional.tempo.co/read/1805989/presiden-jokowi-disomasi-atas-penyalahgunaan-wewenang;netral;presiden jokowi somasi penyalahgunaan wenang
"Cek Fakta: Gibran Rakabuming Ditangkap dan Dikawal Pasukan Ketat dari 
Kediamannya? Begini Faktanya";Lingkar Tangerang;6/12/2023;https://tangerang.pikiran-rakyat.com/cek-fakta/pr-3147443986/cek-fakta-gibran-rakabuming-ditangkap-dan-dikawal-pasukan-ketat-dari-kediamannya-begini-faktanya;netral;cek fakta gibran rakabuming tangkap kawal pasuk ketat diam fakta
Angkat UMKM Solo, Jejak Kepemimpinan Gibran dalam Meretas Kemajuan Ekonomi;Warta Ekonomi;6/12/2023;https://wartaekonomi.co.id/read522295/angkat-umkm-solo-jejak-kepemimpinan-gibran-dalam-meretas-kemajuan-ekonomi;netral;angkat umkm solo jejak pimpin gibran dalam retas maju ekonomi
Deretan Pengusaha di Balik Pertarungan Pilpres Anies, Prabowo, Ganjar;Katadata;6/12/2023;https://katadata.co.id/lonaolavia/finansial/6570343f6c452/deretan-pengusaha-di-balik-pertarungan-pilpres-anies-prabowo-ganjar;netral;deret usaha tarung pilpres anies prabowo ganjar
"Gus Muhammad Fawait Terus Susuri Wilayah Timur Jember, Sinergi Dalam 
Keberagaman Indonesia Maju - Radar Jember";Radar Jember;6/12/2023;https://radarjember.jawapos.com/sinergi/793444547/gus-muhammad-fawait-terus-susuri-wilayah-timur-jember-sinergi-dalam-keberagaman-indonesia-maju;netral;muhammad fawait susur wilayah timur jember sinergi dalam agam indonesia maju radar jember
"Ganjar Pranowo Cerita Alasan Maju sebagai Capres lantaran Diskusi dengan 
Presiden Jokowi";Nasional;6/12/2023;https://nasional.tempo.co/read/1805947/ganjar-pranowo-cerita-alasan-maju-sebagai-capres-lantaran-diskusi-dengan-presiden-jokowi;netral;ganjar pranowo cerita alas maju capres lantar diskusi presiden jokowi
Gibran Ikut Pilpres 2024, Demokrasi Mundur 25 Tahun Sebelum Reformasi;Populis;6/12/2023;https://populis.id/read63944/gibran-ikut-pilpres-2024-demokrasi-mundur-25-tahun-sebelum-reformasi;netral;gibran pilpres demokrasi mundur reformasi
Laporan Soal Dugaan Penyalahgunaan Fasilitas Negara ke ...;IMCNEWS;6/12/2023;https://imcnews.id/read/2023/12/07/22628/laporan-soal-dugaan-penyalahgunaan-fasilitas-negara-ke-gubernur-al-haris-dihentikan-bawaslu/;netral;lapor duga penyalahgunaan fasilitas negara
"Jokowi Buka Rumah Sakit Terbesar di NTT: Tidak Usah Jauh-jauh ke Jakarta, 
Semua Bisa Ditangani";Nasional;6/12/2023;https://nasional.tempo.co/read/1805860/jokowi-buka-rumah-sakit-terbesar-di-ntt-tidak-usah-jauh-jauh-ke-jakarta-semua-bisa-ditangani;netral;jokowi rumah sakit ntt jakarta tangan
"Jokowi Resmikan Gereja Katedral di Kupang, Harap Bisa Pererat Persaudaraan 
dan Kerukunan";Nasional;6/12/2023;https://nasional.tempo.co/read/1805879/jokowi-resmikan-gereja-katedral-di-kupang-harap-bisa-pererat-persaudaraan-dan-kerukunan;netral;jokowi resmi gereja katedral kupang harap saudara rukun
Golkar Curi Start Ungkap 4 Orang Bacawalkot Sukabumi, Ada Andri Hamami;detikcom;6/12/2023;https://www.detik.com/jabar/berita/d-7075274/golkar-curi-start-ungkap-4-orang-bacawalkot-sukabumi-ada-andri-hamami;netral;golkar curi start bacawalkot sukabumi andri hamami
TPN Ganjar Andalkan Mahfud Wujudkan Visi-Misi Jika Menang Pilpres 2024;CNN Indonesia;6/12/2023;https://www.cnnindonesia.com/ekonomi/20231206155009-92-1033718/tpn-ganjar-andalkan-mahfud-wujudkan-visi-misi-jika-menang-pilpres-2024;netral;tpn ganjar mahfud wujud visi misi menang pilpres
Perludem nilai parpol peserta pemilu harus sosialisasi ke anak muda;ANTARA News;6/12/2023;https://www.antaranews.com/berita/3858933/perludem-nilai-parpol-peserta-pemilu-harus-sosialisasi-ke-anak-muda;netral;perludem nilai partai politik milu sosialisasi muda
Presiden Jokowi Salurkan Bantuan Pangan di Tiga Lokasi NTT;Nasional;6/12/2023;https://nasional.tempo.co/read/1806114/presiden-jokowi-salurkan-bantuan-pangan-di-tiga-lokasi-ntt;netral;presiden jokowi salur pangan lokasi ntt
"Indef Proyeksikan Pertumbuhan Ekonomi 2024 Sebesar 4,8 Persen, Lebih Rendah 
dari Target Pemerintah";Bisnis Tempo;6/12/2023;https://bisnis.tempo.co/read/1805906/indef-proyeksikan-pertumbuhan-ekonomi-2024-sebesar-48-persen-lebih-rendah-dari-target-pemerintah;netral;indef proyeksi tumbuh ekonomi rendah target perintah
"Terang-terangan Cak Imin Tak Akan Lanjutkan Proyek Food Estate Jokowi, Ini 
Alasannya";Bisnis Tempo.co;6/12/2023;https://bisnis.tempo.co/read/1805768/terang-terangan-cak-imin-tak-akan-lanjutkan-proyek-food-estate-jokowi-ini-alasannya;negatif;terang terang cak proyek food estate jokowi alas
"Kronologi Penumpang Pelita Air Bercanda Bawa Bom hingga Pesawat Tujuan 
Surabaya-Jakarta Itu Batal Terbang";Bisnis Tempo;6/12/2023;https://bisnis.tempo.co/read/1806141/kronologi-penumpang-pelita-air-bercanda-bawa-bom-hingga-pesawat-tujuan-surabaya-jakarta-itu-batal-terbang;netral;kronologi tumpang pelita air canda bom pesawat surabaya jakarta batal terbang
Agus Rahardjo Sempat Ceritakan Pertemuan dengan Jokowi ke Koleganya di KPK;Nasional;6/12/2023;https://nasional.tempo.co/read/1805974/agus-rahardjo-sempat-ceritakan-pertemuan-dengan-jokowi-ke-koleganya-di-kpk;netral;agus rahardjo cerita jokowi kolega kpk
Akibat Jadwal Bocor ke Publik, Prabowo Tunda Kampanye di ...;Infoaceh.net;6/12/2023;https://infoaceh.net/umum/akibat-jadwal-bocor-ke-publik-prabowo-tunda-kampanye-di-aceh/;netral;akibat jadwal bocor publik prabowo tunda kampanye
"Sosok Ignasius Jonan, yang Dilirik Anies untuk Bantu Urus Kereta Api Bila 
jadi Presiden";Bisnis Tempo;6/12/2023;https://bisnis.tempo.co/read/1805971/sosok-ignasius-jonan-yang-dilirik-anies-untuk-bantu-urus-kereta-api-bila-jadi-presiden;netral;sosok ignasius jonan lirik anies urus kereta presiden
Hary Tanoesoedibjo: Tak ada deal politik usung Ganjar-Mahfud;Antaranews.com;6/12/2023;https://www.antaranews.com/berita/3857856/hary-tanoesoedibjo-tak-ada-deal-politik-usung-ganjar-mahfud;netral;hary tanoesoedibjo deal politik usung ganjar mahfud
Timnas: Gagasan AMIN tentang perubahan berbasis kajian akademis;ANTARA News;6/12/2023;https://www.antaranews.com/berita/3858510/timnas-gagasan-amin-tentang-perubahan-berbasis-kajian-akademis;netral;timnas gagas amin ubah basis kaji akademis
Ganjar terima aspirasi Indonesia Timur terkait faskes dan nakes;ANTARA News;6/12/2023;https://www.antaranews.com/berita/3859239/ganjar-terima-aspirasi-indonesia-timur-terkait-faskes-dan-nakes;netral;ganjar terima aspirasi indonesia timur kait faskes nakes
Hasto: Ganjar-Mahfud blusukan akselerasi selesaikan masalah rakyat;Antaranews.com;6/12/2023;https://www.antaranews.com/berita/3858327/hasto-ganjar-mahfud-blusukan-akselerasi-selesaikan-masalah-rakyat;netral;hasto ganjar mahfud blusukan akselerasi selesai rakyat
Membaca Gagasan Capres-Cawapres, Mengatasi Persoalan ...;Askara.co;6/12/2023;https://www.askara.co/read/2023/12/06/41370/membaca-gagasan-capres-cawapres-mengatasi-persoalan-penegakan-hukum-di-indonesia;netral;baca gagas capres cawapres
Jokowi Kunjungi SMK di Kupang, Dapat Gelas Bergambar Fotonya Bersama Iriana;Nasional;6/12/2023;https://nasional.tempo.co/read/1805894/jokowi-kunjungi-smk-di-kupang-dapat-gelas-bergambar-fotonya-bersama-iriana;netral;jokowi kunjung smk kupang gelas gambar foto iriana
Relawan Mileanies manfaatkan karung bekas buat spanduk capres;Antaranews.com;6/12/2023;https://www.antaranews.com/berita/3858921/relawan-mileanies-manfaatkan-karung-bekas-buat-spanduk-capres;netral;rawan mileanies manfaat karung bekas spanduk capres
Prabowo vows to hike local content requirement - The Jakarta Post;The Jakarta Post;6/12/2023;http://www.thejakartapost.com/business/2023/12/06/prabowo-vows-to-hike-local-content-requirement.html;netral;prabowo vows hike local content requirement jakarta post
"Gibran Bicara Program Susu Gratis Cegah Stunting hingga Prioritas SMK - 
kumparan.com";kumparan;6/12/2023;https://kumparan.com/kumparannews/gibran-bicara-program-susu-gratis-cegah-stunting-hingga-prioritas-smk-21ioA1Q2THn;netral;gibran bicara program susu gratis cegah stunting prioritas smk kumpar com
"Tim Resmob Gerak Cepat, Pembunuhan di Pasar Randugunting Kota Tegal, 
Terungkap Kurang Dari Satu Jam - Suara Merdeka Pantura";Suara Merdeka Pantura;6/12/2023;https://pantura.suaramerdeka.com/jawa-tengah/0611110638/tim-resmob-gerak-cepat-pembunuhan-di-pasar-randugunting-kota-tegal-terungkap-kurang-dari-satu-jam;netral;tim resmob gerak cepat bunuh pasar randugunting kota tegal jam suara merdeka pantura
"GEGER! Mahasiswa Poltekpar Palembang Gelar Pesta Dugem di Dalam Kampus Bak 
Diskotik - Kilat";Kilat;6/12/2023;https://www.kilat.com/nasional/84411109005/geger-mahasiswa-poltekpar-palembang-gelar-pesta-dugem-di-dalam-kampus-bak-diskotik;netral;geger mahasiswa poltekpar palembang gelar pesta dugem dalam kampus diskotik kilat
"69 Hari Menuju Pilpres 2024 - Survei KedaiKOPI: Capres Pilihan Gen Z, 
Anies-Prabowo-Ganjar?";Tribun Manado;6/12/2023;https://manado.tribunnews.com/2023/12/06/69-hari-menuju-pilpres-2024-survei-kedaikopi-capres-pilihan-gen-z-anies-prabowo-ganjar;netral;pilpres survei kedaikopi capres pilih z anies prabowo ganjar
"Ganjar Ungkap Alasan Perubahan Iklim Perlu Masuk Kurikulum Pendidikan - 
Akurat";Akurat.co;6/12/2023;https://www.akurat.co/politik/1303444516/ganjar-ungkap-alasan-perubahan-iklim-perlu-masuk-kurikulum-pendidikan;netral;ganjar alas ubah iklim kurikulum didik akurat
Pedangdut Fildan Goyang Rohul saat Gibran Rakabuming ...;Riau Online;6/12/2023;https://www.riauonline.co.id/kota-pekanbaru/read/2023/12/07/pedangdut-fildan-goyang-rohul-saat-gibran-rakabuming-kampanye-ke-riau;netral;dangdut fildan goyang rohul gibran rakabuming
Lokasi Kunker Jokowi Sama dengan Kampanye Ganjar, Kebetulan?;KOMPAS.tv;6/12/2023;https://www.kompas.tv/video/466960/lokasi-kunker-jokowi-sama-dengan-kampanye-ganjar-kebetulan;positif;lokasi kunker jokowi kampanye ganjar
"Mahfud MD Tanggapi Putusan MK soal Batas Usia Capres/Cawapres: Benar atau 
Salah Vonis Harus Diikuti";Tribun Video;6/12/2023;https://video.tribunnews.com/view/679553/mahfud-md-tanggapi-putusan-mk-soal-batas-usia-caprescawapres-benar-atau-salah-vonis-harus-diikuti;netral;mahfud md tanggap putus mk batas usia capres cawapres vonis
Prabowo-Gibran Berhasil Bangun Basis Baru di Jateng, PDIP ...;radaraktual.com;6/12/2023;https://radaraktual.com/162416/prabowo-gibran-berhasil-bangun-basis-baru-di-jateng-pdip-dan-ganjar-ditinggal.html;netral;prabowo gibran hasil bangun basis jateng pdip
"Sentuh Masyarakat Langsung, Begini Strategi Pemenangan Prabowo-Gibran di 
Lumajang - Jatim Hari Ini";Jatim Hari Ini;6/12/2023;https://www.jatimhariini.co.id/jawa-timur/88211111461/sentuh-masyarakat-langsung-begini-strategi-pemenangan-prabowo-gibran-di-lumajang;netral;sentuh masyarakat strategi menang prabowo gibran lumajang jatim
"TKD Prabowo-Gibran Sumut soal Spanduk 'Tolak Cawapres Asam Sulfat': 
Provokatif";detikcom;7/12/2023;https://www.detik.com/sumut/berita/d-7077416/tkd-prabowo-gibran-sumut-soal-spanduk-tolak-cawapres-asam-sulfat-provokatif;netral;tkd prabowo gibran sumut spanduk tolak cawapres asam sulfat provokatif
"Beredar Spanduk 'Tolak Cawapres Asam Sulfat' di Medan, TKD Prabowo-Gibran 
Angkat Bicara - Kompas.com";Medan;7/12/2023;https://medan.kompas.com/read/2023/12/07/221029778/beredar-spanduk-tolak-cawapres-asam-sulfat-di-medan-tkd-prabowo-gibran-angkat;netral;spanduk tolak cawapres asam sulfat medan tkd prabowo gibran angkat bicara kompas com
Elektoral Prabowo-Gibran Tak Terganggu Meski Diserang ...;BeritaManado.com;7/12/2023;https://beritamanado.com/elektoral-prabowo-gibran-tak-terganggu-meski-diserang-buzzer-soal-salah-sebut-asam-sulfat/;netral;elektoral prabowo gibran ganggu serang
Tak Ada Persiapan Khusus, Prabowo-Gibran Nyatakan Siap Hadapi Debat Capres;Kabar24;7/12/2023;https://kabar24.bisnis.com/read/20231207/15/1722027/tak-ada-persiapan-khusus-prabowo-gibran-nyatakan-siap-hadapi-debat-capres;netral;prabowo gibran debat capres
Budiman sebut aturan debat bolehkan diskusi rugikan Prabowo-Gibran;ANTARA News;7/12/2023;https://www.antaranews.com/berita/3860517/budiman-sebut-aturan-debat-bolehkan-diskusi-rugikan-prabowo-gibran;netral;budiman atur debat diskusi rugi prabowo gibran
TKN Klaim Siapkan Prabowo-Gibran Tampil Debat Sendiri-sendiri;CNN Indonesia;7/12/2023;https://www.cnnindonesia.com/nasional/20231207164741-617-1034268/tkn-klaim-siapkan-prabowo-gibran-tampil-debat-sendiri-sendiri;netral;tkn klaim prabowo gibran debat
"Soal Info Palsu Doa Bersama Prabowo-Gibran di Lapangan TNI, TKN: Ada yang 
Hobi Menyerang - Kompas.com";KOMPAS.com;7/12/2023;https://nasional.kompas.com/read/2023/12/07/16560841/soal-info-palsu-doa-bersama-prabowo-gibran-di-lapangan-tni-tkn-ada-yang-hobi;netral;informasi palsu doa prabowo gibran lapang tni tkn hobi serang kompas com
"Kampanye Hari Ke-10: Prabowo Tetap Kerja sebagai Menhan, Gibran Balik ke 
Solo - Kompas.com";KOMPAS.com;7/12/2023;https://nasional.kompas.com/read/2023/12/07/10504061/kampanye-hari-ke-10-prabowo-tetap-kerja-sebagai-menhan-gibran-balik-ke-solo;netral;kampanye prabowo menhan gibran solo kompas com
Jika Terpilih, Program Makan Siang Gratis Prabowo-Gibran ...;Politik;7/12/2023;https://politik.rmol.id/read/2023/12/07/600398/jika-terpilih-program-makan-siang-gratis-prabowo-gibran-bakal-dikelola-transparan;netral;pilih program siang gratis prabowo gibran
"TKN Prabowo-Gibran Usul Debat Bahasa Inggris, TPN Ganjar-Mahfud: Mereka 
Lupa Sumpah Pemuda - Kompas.com";KOMPAS.com;7/12/2023;https://nasional.kompas.com/read/2023/12/07/05341901/tkn-prabowo-gibran-usul-debat-bahasa-inggris-tpn-ganjar-mahfud-mereka-lupa;netral;tkn prabowo gibran usul debat bahasa inggris tpn ganjar mahfud lupa sumpah pemuda kompas com
Kader Akar Rumput PPP Jatim Dukung Prabowo-Gibran di Pilpres 2024;CNN Indonesia;7/12/2023;https://www.cnnindonesia.com/nasional/20231207171256-617-1034284/kader-akar-rumput-ppp-jatim-dukung-prabowo-gibran-di-pilpres-2024;netral;kader akar rumput ppp jatim dukung prabowo gibran pilpres
TKN Pastikan Jokowi Dukung Prabowo-Gibran di Pilpres 2024;detikcom;7/12/2023;https://www.detik.com/bali/nusra/d-7077413/tkn-pastikan-jokowi-dukung-prabowo-gibran-di-pilpres-2024;netral;tkn jokowi dukung prabowo gibran pilpres
